section_id,cited_section_id,act,citation_path,phrase,bound_kind,bound_date,bound_year,bound_precision,phrase_match,batch_id,prompt_sha256,context_used
29682,29541,ITA,"207.01(1)""transitional prohibited investment benefit""~f1","is earned after March 22, 2011",start,2011-03-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29684,29541,ITA,"207.01(1)""transitional prohibited property""(a)","on March 22, 2011 by a trust governed by a RRIF or RRSP of the controlling individual",at,2011-03-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29684,29541,ITA,"207.01(1)""transitional prohibited property""(a)","was a prohibited investment for that trust on March 23, 2011",at,2011-03-23,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29685,29541,ITA,"207.01(1)""transitional prohibited property""(b)","on March 22, 2017 by a trust governed by a RDSP or RESP of the controlling individual",at,2017-03-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29685,29541,ITA,"207.01(1)""transitional prohibited property""(b)","that was a prohibited investment for that trust on March 23, 2017",at,2017-03-23,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29687,29541,ITA,"207.01(1)""unused TFSA contribution room""(a)","if the year is before 2009, nil",end,,2009,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29722,29541,ITA,207.01(11)(a),"a prohibited investment for the trust on March 23, 2011",at,2011-03-23,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29722,29541,ITA,207.01(11)(a),"a property that was held on March 22, 2011",at,2011-03-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29736,29541,ITA,207.01(13)(a)(i)(A),"held on March 22, 2011 by a trust governed by a RRIF or RRSP",at,2011-03-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29737,29541,ITA,207.01(13)(a)(i)(B),"a prohibited investment for the trust on March 23, 2011",at,2011-03-23,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29739,29541,ITA,207.01(13)(a)(ii)(A),"held on March 22, 2017 by a trust governed by a RDSP or RESP",at,2017-03-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29740,29541,ITA,207.01(13)(a)(ii)(B),"a prohibited investment for the trust on March 23, 2017",at,2017-03-23,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
29703,29541,ITA,207.01(7)(a),"at the end of March 22, 2011",end,2011-03-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29704,29541,ITA,207.01(7)(b),"at the end of March 22, 2017",end,2017-03-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30461,30433,ITA,212(1)(d)(vii)(B),"entered into before November 19, 1974",end,1974-11-19,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30728,30433,ITA,212(10),a trust established before 1949,end,,1949,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30737,30433,ITA,212(13)(f),"entered into or issued or modified after March 31, 1977",start,1977-03-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30754,30433,ITA,212(15),"after November 18, 1974",start,1974-11-18,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30758,30433,ITA,212(17.1)(a),after 2005 and before 2011,start,,2005,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30758,30433,ITA,212(17.1)(a),after 2005 and before 2011,end,,2011,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30759,30433,ITA,212(17.1)(b),after 2005,start,,2005,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30759,30433,ITA,212(17.1)(b),before 2011,end,,2011,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30718,30433,ITA,212(7),"issued after December 20, 1960",start,1960-12-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30719,30433,ITA,212(8),"be deemed to have been issued on or before December 20, 1960",end,1960-12-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
30719,30433,ITA,212(8),"was issued after December 20, 1960 in exchange for a bond issued on or before that day",start,1960-12-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
3753,3751,ITA,37(1)(a),a preceding taxation year ending after 1973,start,,1973,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
3770,3751,ITA,37(1)(c),in a preceding taxation year ending after 1973,start,,1973,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
3794,3751,ITA,37(1.5)(a),"in the taxation year and after February 25, 2008",start,2008-02-25,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
3882,3751,ITA,37(11),a taxation year that begins after 1995,start,,1995,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
3947,3947,ITA,39(1)(c),from a disposition after 1977,start,,1977,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
3965,3965,ITA,39(1.1),any fluctuation after 1971,start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
3971,3971,ITA,39(2),any fluctuation after 1971,start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
4147,4147,ITA,40(2)(b),"the later of December 31, 1971",start,1971-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
4741,4741,ITA,52(4),acquired by a taxpayer at any time after 1971,start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5204,5163,ITA,"55(1)""specified corporation""(c)",after 1998,start,,1998,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5205,5163,ITA,"55(1)""specified corporation""(d)",after 1998,start,,1998,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5224,5163,ITA,55(2.1)(c),"after 1971 and before the safe-income determination time for the transaction, event or series",start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5230,5163,ITA,55(2.3)(a),"after 1971 and before the safe-income determination time for the transaction, event or series",start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5231,5163,ITA,55(2.3)(b),"after 1971 and before the safe-income determination time for the transaction, event or series",start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5346,5163,ITA,55(5)(b)(iii),"a taxation year that ended before February 28, 2000",end,2000-02-28,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5348,5163,ITA,55(5)(b)(iv)(A),"before October 18, 2000",end,2000-10-18,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5348,5163,ITA,55(5)(b)(iv)(A),"ended after February 27, 2000",start,2000-02-27,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5350,5163,ITA,55(5)(b)(iv)(B),"that ended after February 27, 2000 and before October 18, 2000",start,2000-02-27,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5350,5163,ITA,55(5)(b)(iv)(B),"that ended after February 27, 2000 and before October 18, 2000",end,2000-10-18,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5354,5163,ITA,55(5)(b)(v)(A),"that ends after October 17, 2000",start,2000-10-17,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5356,5163,ITA,55(5)(b)(v)(B),"ends after October 17, 2000",start,2000-10-17,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5360,5163,ITA,55(5)(c)(i),taxation years that ended before 1995,end,,1995,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
5373,5163,ITA,55(5)(f)(i)(B),after 1971,start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6334,6263,ITA,63(3.1),for the 2020 or 2021 taxation year,start,,2020,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6334,6263,ITA,63(3.1),for the 2020 or 2021 taxation year,end,,2021,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6804,6778,ITA,"66.1(6)""Canadian exploration expense""","incurred after May 6, 1974",start,1974-05-06,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6808,6778,ITA,"66.1(6)""Canadian exploration expense""(b)","incurred by the taxpayer after March, 1985",start,1985-03,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6811,6778,ITA,"66.1(6)""Canadian exploration expense""(c)","any expense incurred before April, 1987",end,1987-04,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6817,6778,ITA,"66.1(6)""Canadian exploration expense""(d)","incurred by the taxpayer after March, 1987",start,1987-03,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6822,6778,ITA,"66.1(6)""Canadian exploration expense""(d)(i)(C)(I)","an expense that is deemed by subsection 66(12.66) to have been incurred on December 31, 2020",at,2020-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6822,6778,ITA,"66.1(6)""Canadian exploration expense""(d)(i)(C)(I)",before 2021,end,,2021,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6822,6778,ITA,"66.1(6)""Canadian exploration expense""(d)(i)(C)(I)","committed to in writing (including a commitment to a government under the terms of a license or permit) by the taxpayer before March 22, 2017",end,2017-03-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6823,6778,ITA,"66.1(6)""Canadian exploration expense""(d)(i)(C)(II)",before 2019,end,,2019,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6823,6778,ITA,"66.1(6)""Canadian exploration expense""(d)(i)(C)(II)","to have been incurred on December 31, 2018",at,2018-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6839,6778,ITA,"66.1(6)""Canadian exploration expense""(g)","after November 16, 1978",start,1978-11-16,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6839,6778,ITA,"66.1(6)""Canadian exploration expense""(g)","before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6841,6778,ITA,"66.1(6)""Canadian exploration expense""(g.2)","any expense incurred by the taxpayer after March 21, 2011",start,2011-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6845,6778,ITA,"66.1(6)""Canadian exploration expense""(g.3)(i)","before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6847,6778,ITA,"66.1(6)""Canadian exploration expense""(g.3)(ii)(A)","the construction of the new mine was started by, or on behalf of, the taxpayer before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6848,6778,ITA,"66.1(6)""Canadian exploration expense""(g.3)(ii)(B)","was started by, or on behalf of, the taxpayer before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6850,6778,ITA,"66.1(6)""Canadian exploration expense""(g.4)~f1",100% if the expense is incurred before 2015,step_down,,2015,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6850,6778,ITA,"66.1(6)""Canadian exploration expense""(g.4)~f1",30% if the expense is incurred in 2017,step_down,,2017,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6850,6778,ITA,"66.1(6)""Canadian exploration expense""(g.4)~f1",60% if the expense is incurred in 2016,step_down,,2016,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6850,6778,ITA,"66.1(6)""Canadian exploration expense""(g.4)~f1",80% if the expense is incurred in 2015,step_down,,2015,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6852,6778,ITA,"66.1(6)""Canadian exploration expense""(i)",entered into before 1987,end,,1987,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6859,6778,ITA,"66.1(6)""Canadian exploration expense""(k.1)",acquired after 1987,start,,1987,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6865,6778,ITA,"66.1(6)""Canadian exploration expense""~c2","received or is entitled to receive after May 25, 1976",start,1976-05-25,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6869,6778,ITA,"66.1(6)""cumulative Canadian exploration expense""~f1",any Canadian exploration expense incurred after 1980,start,,1980,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6869,6778,ITA,"66.1(6)""cumulative Canadian exploration expense""~f1",can reasonably be related to Canadian exploration activities after 1980,start,,1980,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6869,6778,ITA,"66.1(6)""cumulative Canadian exploration expense""~f1","in respect of amounts paid to the taxpayer before May 25, 1976",end,1976-05-25,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6869,6778,ITA,"66.1(6)""cumulative Canadian exploration expense""~f1","paid by the taxpayer after May 6, 1974 and before that time",start,1974-05-06,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6869,6778,ITA,"66.1(6)""cumulative Canadian exploration expense""~f1","paid to the taxpayer after May 6, 1974 and before May 25, 1976",start,1974-05-06,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6869,6778,ITA,"66.1(6)""cumulative Canadian exploration expense""~f1","paid to the taxpayer after May 6, 1974 and before May 25, 1976",end,1976-05-25,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6885,6778,ITA,"66.1(6)""eligible oil sands mine development expense""",before 2016,end,,2016,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6885,6778,ITA,"66.1(6)""eligible oil sands mine development expense""","incurred by the taxpayer after March 21, 2011",start,2011-03-21,,day,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6886,6778,ITA,"66.1(6)""eligible oil sands mine development expense""~f1",100% if the expense is incurred before 2013,step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6886,6778,ITA,"66.1(6)""eligible oil sands mine development expense""~f1",30% if the expense is incurred in 2015,step_down,,2015,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6886,6778,ITA,"66.1(6)""eligible oil sands mine development expense""~f1",60% if the expense is incurred in 2014,step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6886,6778,ITA,"66.1(6)""eligible oil sands mine development expense""~f1",80% if the expense is incurred in 2013,step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6895,6778,ITA,"66.1(6)""restricted expense""(a)","incurred by the taxpayer before April, 1987",end,1987-04,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6896,6778,ITA,"66.1(6)""restricted expense""(b)","the expense was originally incurred before April, 1987",end,1987-04,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6903,6778,ITA,"66.1(6)""specified oil sands mine development expense""(b)","after March 21, 2011",start,2011-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6903,6778,ITA,"66.1(6)""specified oil sands mine development expense""(b)",before 2015,end,,2015,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6906,6778,ITA,"66.1(6)""specified oil sands mine development project""(a)","before March 22, 2011",end,2011-03-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6910,6778,ITA,"66.1(6)""specified oil sands mine development project""(b)(i)","as of March 21, 2011",start,2011-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
6931,6778,ITA,66.1(9)(f)(iii)(A),after 2020,start,,2020,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6931,6778,ITA,66.1(9)(f)(iii)(A),"by the taxpayer before March 22, 2017",end,2017-03-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6931,6778,ITA,66.1(9)(f)(iii)(A),"deemed by subsection 66(12.66) to have been incurred on December 31, 2020",at,2020-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6932,6778,ITA,66.1(9)(f)(iii)(B),after 2018,start,,2018,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
6932,6778,ITA,66.1(9)(f)(iii)(B),"deemed by subsection 66(12.66) to have been incurred on December 31, 2018",at,2018-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
7550,7517,ITA,"67.1(5)""specified percentage""(a)",before 2008,step_down,,2008,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
7550,7517,ITA,"67.1(5)""specified percentage""(a)","on or after March 19, 2007",step_down,2007-03-19,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
7551,7517,ITA,"67.1(5)""specified percentage""(b)","65 per cent, if the amount is paid or becomes payable in 2008",step_down,,2008,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
7552,7517,ITA,"67.1(5)""specified percentage""(c)","70 per cent, if the amount is paid or becomes payable in 2009",step_down,,2009,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
7553,7517,ITA,"67.1(5)""specified percentage""(d)","75 per cent, if the amount is paid or becomes payable in 2010",step_down,,2010,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
7554,7517,ITA,"67.1(5)""specified percentage""(e)","80 per cent, if the amount is paid or becomes payable after 2010",step_down,,2010,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
288,288,ITA,7(1.1),"Where after March 31, 1977",start,1977-03-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
7966,7950,ITA,73(1.02)(a),created after 1999,start,,1999,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
8025,7950,ITA,73(5)(a),as it applies to transfers of property that occurred before 1993,end,,1993,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
481,368,ITA,8(1)(r),at any time after 2001 and before the end of the taxation year,start,,2001,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
